Element ID,Pos. x [vox],Pos. y [vox],Pos. z [vox],Displacement x [µm],Displacement y [µm],Displacement z [µm]
1741,277,637,7,0.00,0.00,0.00
13038,607,142,112,0.00,0.00,0.00
19834,457,652,157,0.00,0.00,0.00
28280,457,442,232,0.00,0.00,0.00
72230,427,22,607,0.00,0.00,0.00
75845,532,22,637,0.00,0.00,0.00
88272,592,607,727,0.00,0.00,0.00
93830,322,7,787,0.00,0.00,0.00
104683,142,22,877,0.00,0.00,0.00
109916,532,607,907,0.00,0.00,0.00
107810,307,502,892,0.00,0.00,0.00
6395,592,352,52,0.00,0.00,0.00
21733,37,37,187,0.00,0.00,0.00
85501,232,262,712,0.00,0.00,0.00
107771,337,487,892,0.00,0.00,0.00
10804,307,652,82,0.00,0.00,0.00
103317,562,172,862,0.00,0.00,0.00
1303,472,472,7,0.00,0.00,0.00
1433,577,517,7,0.00,0.00,0.00
3485,607,607,22,0.00,0.00,0.00
8199,592,352,67,0.00,0.00,0.00
11687,22,322,97,0.00,0.00,0.00
11895,67,397,97,0.00,0.00,0.00
11969,562,412,97,0.00,0.00,0.00
18077,547,7,157,0.00,0.00,0.00
20925,217,397,172,0.00,0.00,0.00
30229,172,502,247,0.00,0.00,0.00
34218,352,637,277,0.00,0.00,0.00
38168,562,97,322,0.00,0.00,0.00
47230,577,112,397,0.00,0.00,0.00
64822,7,622,532,0.00,0.00,0.00
70740,217,142,592,0.00,0.00,0.00
75290,202,487,622,0.00,0.00,0.00
79823,547,157,667,0.00,0.00,0.00
81223,22,22,682,0.00,0.00,0.00
84047,562,382,697,0.00,0.00,0.00
89153,277,277,742,0.00,0.00,0.00
99972,202,277,832,0.00,0.00,0.00
101227,577,67,847,0.00,0.00,0.00
103684,532,307,862,0.00,0.00,0.00
105860,577,442,877,0.00,0.00,0.00
108114,562,607,892,0.00,0.00,0.00
103,307,37,7,0.00,0.00,0.00
351,337,127,7,0.00,0.00,0.00
7789,592,202,67,0.00,0.00,0.00
12663,517,7,112,0.00,0.00,0.00
13983,22,502,112,0.00,0.00,0.00
61416,577,22,517,0.00,0.00,0.00
67056,307,112,562,0.00,0.00,0.00
85892,562,397,712,0.00,0.00,0.00
89541,562,412,742,0.00,0.00,0.00
89232,232,307,742,0.00,0.00,0.00
316,427,112,7,0.00,0.00,0.00
1658,262,607,7,0.00,0.00,0.00
10211,22,442,82,0.00,0.00,0.00
12811,277,67,112,0.00,0.00,0.00
13925,382,472,112,0.00,0.00,0.00
17448,337,442,142,0.00,0.00,0.00
29194,22,127,247,0.00,0.00,0.00
84452,487,532,697,0.00,0.00,0.00
95493,52,622,787,0.00,0.00,0.00
101369,247,127,847,0.00,0.00,0.00
107459,577,367,892,0.00,0.00,0.00
32051,442,502,262,0.00,0.00,0.00
4820,337,442,37,0.00,0.00,0.00
27061,7,7,232,0.00,0.00,0.00
59293,97,577,487,0.01,0.01,0.00
623,112,232,7,0.00,0.00,0.00
3136,292,487,22,0.00,0.00,0.00
3612,52,7,37,0.00,0.00,0.00
5861,577,157,52,0.00,0.00,0.00
10916,142,37,97,0.00,0.00,0.00
13703,127,397,112,0.00,0.00,0.00
14948,352,187,127,0.00,0.00,0.00
16153,592,622,127,0.00,0.00,0.00
16197,22,652,127,0.00,0.00,0.00
16326,112,37,142,0.00,0.00,0.00
17874,577,592,142,0.00,0.00,0.00
25015,67,577,202,0.00,0.00,0.00
33113,382,232,277,0.00,0.00,0.00
34925,502,232,292,0.02,0.00,0.00
52478,577,52,442,0.00,0.00,0.00
61789,22,172,517,-0.01,0.00,0.00
63716,22,217,532,-0.01,0.00,0.00
64866,52,637,532,0.00,0.00,0.00
72403,562,82,607,0.00,0.00,0.00
91000,307,292,757,0.00,0.00,0.00
102244,457,442,847,0.00,0.00,0.00
37753,487,607,307,0.00,-0.01,0.00
4098,577,172,37,0.00,0.00,0.00
9002,337,652,67,0.00,0.00,0.00
107983,442,562,892,0.00,0.00,0.00
4532,322,337,37,0.00,0.00,0.00
9678,22,247,82,0.00,0.00,0.00
9990,397,352,82,0.00,0.00,0.00
11276,7,172,97,0.00,0.00,0.00
14372,322,637,112,0.00,0.00,0.00
25182,112,637,202,0.00,0.00,0.00
25318,307,22,217,0.00,0.00,0.00
31249,97,217,262,-0.02,-0.01,0.00
37491,247,517,307,0.00,0.00,0.00
41566,487,22,352,0.00,0.00,0.00
107362,352,337,892,0.00,0.00,0.00
107506,52,397,892,0.00,0.00,0.00
241,532,82,7,0.00,0.00,0.00
4775,277,427,37,0.00,0.00,0.00
5624,97,82,52,0.00,0.00,0.00
12549,37,637,97,0.00,0.00,0.00
16132,277,622,127,0.00,0.00,0.00
29038,142,67,247,0.00,0.00,0.00
30705,547,7,262,0.00,0.00,0.00
39585,292,622,322,0.00,0.00,0.00
43546,52,97,367,0.00,0.00,0.00
59544,172,7,502,0.00,0.00,0.00
62205,112,322,517,0.01,-0.01,0.00
93926,532,37,787,0.00,0.00,0.00
102126,532,397,847,0.00,0.00,0.00
104960,607,112,877,0.00,0.00,0.00
107843,187,517,892,0.00,0.00,0.00
109957,532,622,907,0.00,0.00,0.00
39843,472,52,337,0.00,0.00,0.00
5472,277,22,52,0.00,0.00,0.00
8310,412,397,67,0.00,0.00,0.00
9037,247,7,82,0.00,0.00,0.00
11890,607,382,97,0.00,0.00,0.00
12486,322,607,97,0.00,0.00,0.00
17055,592,292,142,0.00,0.00,0.00
17974,232,637,142,0.00,0.00,0.00
20417,592,202,172,0.00,0.00,0.00
102840,172,7,862,0.00,0.00,0.00
104992,472,127,877,0.00,0.00,0.00
3590,337,652,22,0.00,0.00,0.00
4639,82,382,37,0.00,0.00,0.00
31040,37,142,262,-0.01,0.00,0.00
36983,7,337,307,0.00,0.00,0.00
108140,337,622,892,0.00,0.00,0.00
683,397,247,7,0.00,0.00,0.00
1309,562,472,7,0.00,0.00,0.00
6423,397,367,52,0.00,0.00,0.00
8366,22,427,67,0.00,0.00,0.00
11292,247,172,97,0.00,0.00,0.00
12550,52,637,97,0.00,0.00,0.00
19380,412,487,157,0.00,0.00,0.00
25364,382,37,217,0.00,0.01,0.00
38291,562,142,322,0.00,0.00,0.00
39731,22,22,337,0.00,0.00,0.00
52683,577,127,442,0.00,0.00,0.00
75220,382,457,622,0.00,0.00,0.00
77778,7,82,652,0.00,0.00,0.00
78103,577,187,652,0.00,0.00,0.00
99865,442,232,832,0.00,0.00,0.00
101190,22,67,847,0.00,0.00,0.00
101825,322,292,847,0.00,0.00,0.00
102575,502,562,847,0.00,0.00,0.00
109971,127,637,907,0.00,0.00,0.00
1796,487,652,7,0.00,0.00,0.00
144,307,52,7,0.00,0.00,0.00
1585,397,577,7,0.00,0.00,0.00
68107,82,502,562,0.01,0.00,0.00
109713,562,532,907,0.00,0.00,0.00
1721,592,622,7,0.00,0.00,0.00
21781,142,52,187,0.00,0.00,0.00
25218,37,652,202,0.00,0.00,0.00
46323,502,442,382,0.00,-0.01,0.00
89828,562,517,742,0.00,0.00,0.00
90002,97,592,742,0.00,0.00,0.00
1747,367,637,7,0.00,0.00,0.00
24206,232,277,202,0.00,0.00,0.00
72038,7,622,592,0.00,0.00,0.00
1803,592,652,7,0.00,0.00,0.00
19409,232,502,157,0.00,0.00,0.00
493,7,187,7,0.00,0.00,0.00
3026,487,442,22,0.00,0.00,0.00
3239,607,517,22,0.00,0.00,0.00
24043,247,217,202,0.00,0.00,0.00
25195,307,637,202,0.00,0.00,0.00
35706,532,517,292,0.00,0.00,0.00
41736,577,82,352,0.00,0.00,0.00
50281,217,577,412,0.00,0.00,0.00
57770,7,22,487,0.00,0.00,0.00
70117,97,577,577,0.00,0.02,0.00
78702,337,412,652,0.00,0.00,0.00
81076,277,622,667,0.00,0.00,0.00
89787,562,502,742,0.00,0.00,0.00
100530,577,472,832,0.00,0.00,0.00
101638,592,217,847,0.00,0.00,0.00
19839,532,652,157,0.00,0.00,0.00
31272,442,217,262,0.00,0.00,0.00
81526,262,127,682,0.00,-0.01,0.00
1633,502,592,7,0.00,0.00,0.00
5198,472,577,37,0.00,0.00,0.00
18981,577,337,157,0.00,0.00,0.00
24884,562,517,202,0.00,0.00,0.00
28770,427,622,232,0.00,0.00,0.00
45307,22,82,382,0.00,0.00,0.00
73417,397,457,607,0.00,0.00,0.00
76552,67,292,637,-0.09,0.01,0.00
77677,337,37,652,0.00,0.00,0.00
86427,592,592,712,0.00,0.00,0.00
103680,472,307,862,0.00,0.00,0.00
104626,517,652,862,0.00,0.00,0.00
30793,22,52,262,0.00,0.00,0.00
95453,67,607,787,0.00,0.00,0.00
1882,547,22,22,0.00,0.00,0.00
6847,607,517,52,0.00,0.00,0.00
10372,592,487,82,0.00,0.00,0.00
14495,322,22,127,0.00,0.00,0.00
19732,157,622,157,0.00,0.00,0.00
24533,217,397,202,0.00,0.00,0.00
29071,22,82,247,0.00,0.00,0.00
41900,577,142,352,0.00,0.00,0.00
47017,457,37,397,0.00,0.00,0.00
52244,142,637,427,0.00,0.00,0.00
60195,97,247,502,-0.02,0.00,0.00
77475,382,622,637,0.00,0.00,0.00
78750,442,427,652,0.00,0.00,0.00
92095,127,37,772,0.00,0.00,0.00
95536,82,637,787,0.00,0.00,0.00
104521,172,622,862,0.00,0.00,0.00
3592,367,652,22,0.00,0.00,0.00
10881,232,22,97,0.00,0.00,0.00
968,367,352,7,0.00,0.00,0.00
15815,442,502,127,0.00,0.00,0.00
20184,172,127,172,0.00,0.00,0.00
22868,457,442,187,0.00,0.00,0.00
28924,277,22,247,0.00,0.00,0.00
43346,127,22,367,0.00,0.00,0.00
89190,217,292,742,0.00,0.00,0.00
99142,52,637,817,0.00,0.00,0.00
104447,292,592,862,0.00,0.00,0.00
10699,577,607,82,0.00,0.00,0.00
10793,142,652,82,0.00,0.00,0.00
72513,367,127,607,0.00,0.00,0.00
71,442,22,7,0.00,0.00,0.00
6509,457,397,52,0.00,0.00,0.00
7012,7,592,52,0.00,0.00,0.00
8318,532,397,67,0.00,0.00,0.00
19397,52,502,157,0.01,0.00,0.00
30393,172,562,247,0.00,0.00,0.00
68910,442,127,577,0.00,0.00,0.00
69099,202,202,577,0.00,0.00,0.00
82996,172,7,697,0.00,0.00,0.00
83020,532,7,697,0.00,0.00,0.00
87516,322,337,727,0.00,0.00,0.00
91005,382,292,757,0.00,0.00,0.00
102714,127,622,847,0.00,0.00,0.00
104779,352,52,877,0.00,0.00,0.00
105662,67,382,877,0.00,0.00,0.00
108049,202,592,892,0.00,0.00,0.00
109917,547,607,907,0.00,0.00,0.00
120,562,37,7,0.00,0.00,0.00
556,337,202,7,0.00,0.00,0.00
13527,562,322,112,0.00,0.00,0.00
47038,157,52,397,0.00,0.00,0.00
41353,367,607,337,0.00,0.01,0.00
59,262,22,7,0.00,0.00,0.00
12080,382,457,97,0.00,0.00,0.00
12526,307,622,97,0.00,0.00,0.00
16363,52,52,142,0.00,0.00,0.00
16932,592,247,142,0.00,0.00,0.00
28269,292,442,232,0.00,0.00,0.00
43139,97,607,352,0.03,0.00,0.00
78816,202,457,652,0.00,0.00,0.00
106453,247,7,892,0.00,0.00,0.00
109882,22,607,907,0.00,0.00,0.00
4111,157,187,37,0.00,0.00,0.00
8160,7,352,67,0.00,0.00,0.00
101016,487,652,832,0.00,0.00,0.00
104604,187,652,862,0.00,0.00,0.00
10663,37,607,82,0.00,0.00,0.00
1133,382,412,7,0.00,0.00,0.00
1194,67,442,7,0.00,0.00,0.00
3703,187,37,37,0.00,0.00,0.00
4628,532,367,37,0.00,0.00,0.00
10618,592,577,82,0.00,0.00,0.00
11194,7,142,97,0.00,0.00,0.00
17533,382,472,142,0.00,0.00,0.00
17638,112,517,142,0.01,0.00,0.00
20543,22,262,172,0.00,0.00,0.00
52249,217,637,427,0.00,0.00,0.00
70516,547,52,592,0.00,0.00,0.00
82588,202,517,682,0.00,0.00,0.00
87243,532,232,727,0.00,0.00,0.00
88315,7,637,727,0.00,0.00,0.00
88325,157,637,727,0.00,0.00,0.00
92024,292,7,772,0.00,0.00,0.00
101668,427,232,847,0.00,0.00,0.00
105287,592,232,877,0.00,0.00,0.00
105589,202,352,877,0.00,0.00,0.00
107660,517,442,892,0.00,0.00,0.00
30924,142,97,262,0.00,0.00,0.00
95455,97,607,787,0.00,0.00,0.00
4552,7,352,37,0.00,0.00,0.00
115,487,37,7,0.00,0.00,0.00
3267,412,532,22,0.00,0.00,0.00
3370,112,577,22,0.00,0.00,0.00
10072,397,382,82,0.00,0.00,0.00
11481,7,247,97,0.00,0.00,0.00
12837,52,82,112,0.00,0.00,0.00
14522,112,37,127,0.00,0.00,0.00
31831,217,427,262,0.00,0.00,0.00
37935,142,22,322,0.00,0.00,0.00
45015,562,622,367,0.00,0.00,0.00
55990,367,22,472,0.00,0.00,0.00
71566,307,442,592,0.00,0.00,0.00
86630,562,7,727,0.00,0.00,0.00
91301,517,397,757,-0.01,0.00,0.00
96577,322,352,802,0.00,0.00,0.00
104263,607,517,862,0.00,0.00,0.00
105733,517,397,877,0.00,0.00,0.00
40142,37,172,337,0.00,0.00,0.00
4648,217,382,37,0.00,0.00,0.00
23419,112,652,187,0.00,0.00,0.00
39972,562,97,337,0.00,0.00,0.00
100818,592,577,832,0.00,0.00,0.00
972,427,352,7,0.00,0.00,0.00
11634,457,292,97,0.00,0.00,0.00
12814,322,67,112,0.00,0.00,0.00
16657,157,157,142,0.00,0.00,0.00
24778,202,487,202,0.00,0.00,0.00
43814,382,187,367,0.00,0.00,0.00
68605,172,22,577,0.00,0.00,0.00
70599,562,82,592,0.00,0.00,0.00
99284,337,22,832,0.00,0.00,0.00
22290,397,232,187,0.00,0.00,0.00
32608,187,52,277,0.00,0.00,0.00
33,487,7,7,0.00,0.00,0.00
7201,382,652,52,0.00,0.00,0.00
15680,262,457,127,0.00,0.00,0.00
30041,427,427,247,0.00,0.00,0.00
34560,562,97,292,0.00,0.00,0.00
45145,52,22,382,0.00,0.00,0.00
74813,427,307,622,0.00,0.00,0.00
84030,307,382,697,0.00,0.00,0.00
89259,22,322,742,0.00,0.00,0.00
90746,187,202,757,0.00,0.00,0.00
98726,577,472,817,0.00,0.00,0.00
102754,112,637,847,0.00,0.00,0.00
104768,187,52,877,0.00,0.00,0.00
108064,427,592,892,0.00,0.00,0.00
89783,502,502,742,0.00,0.00,0.00
511,277,187,7,0.00,0.00,0.00
2496,532,247,22,0.00,0.00,0.00
2888,262,397,22,0.00,0.00,0.00
8270,427,382,67,0.00,0.00,0.00
8917,292,622,67,0.00,0.00,0.00
10918,172,37,97,0.00,0.00,0.00
14964,592,187,127,0.00,0.00,0.00
18241,547,67,157,0.00,0.00,0.00
21182,382,487,172,0.00,0.00,0.00
21615,112,652,172,0.00,0.00,0.00
24257,382,292,202,0.00,0.00,0.00
26579,157,487,217,0.00,0.00,0.00
26988,142,637,217,0.00,0.00,0.00
28989,22,52,247,0.00,0.00,0.00
33697,532,442,277,-0.01,0.00,0.00
34807,577,187,292,0.00,0.00,0.00
35613,367,487,292,0.00,0.00,0.00
43921,142,232,367,0.00,0.00,0.00
43953,7,247,367,0.00,0.00,0.00
70733,112,142,592,0.04,-0.01,0.00
73566,172,517,607,0.00,-0.01,0.00
74475,277,187,622,0.00,0.00,0.00
80494,157,412,667,0.00,0.00,0.00
83713,472,262,697,0.00,0.00,0.00
84130,577,412,697,0.00,0.00,0.00
85593,382,292,712,0.00,0.00,0.00
91036,232,307,757,0.00,0.00,0.00
95534,52,637,787,0.00,0.00,0.00
99388,52,67,832,0.00,0.00,0.00
100860,607,592,832,0.00,0.00,0.00
102334,577,472,847,0.00,0.00,0.00
102734,427,622,847,0.00,0.00,0.00
1663,337,607,7,0.00,0.00,0.00
4842,52,457,37,0.00,0.00,0.00
11358,7,202,97,0.00,0.00,0.00
101580,337,202,847,0.00,0.00,0.00
45431,37,127,382,0.00,0.00,0.00
14923,592,172,127,0.00,0.00,0.00
18806,412,277,157,0.00,0.00,0.00
23448,547,652,187,0.00,0.00,0.00
35028,202,277,292,0.00,0.00,0.00
74484,412,187,622,0.00,0.00,0.00
86470,7,622,712,0.00,0.00,0.00
107049,577,217,892,0.00,0.00,0.00
110004,7,652,907,0.00,0.00,0.00
10659,592,592,82,0.00,0.00,0.00
10807,352,652,82,0.00,0.00,0.00
36457,112,142,307,-0.01,0.00,0.00
50791,487,97,427,0.00,0.00,0.00
104517,112,622,862,0.00,0.00,0.00
55778,262,607,457,0.00,0.00,0.00
342,202,127,7,0.00,0.00,0.00
1233,37,457,7,0.00,0.00,0.00
1502,382,547,7,0.00,0.00,0.00
15210,592,277,127,0.00,0.00,0.00
15903,532,532,127,0.00,0.00,0.00
30132,562,457,247,0.00,0.00,0.00
31051,202,142,262,0.00,0.00,0.00
54054,232,637,442,0.00,0.00,0.00
60063,577,187,502,0.00,0.00,0.00
82250,52,397,682,-0.01,0.00,0.00
84622,577,592,697,0.00,0.00,0.00
101157,142,52,847,0.00,0.00,0.00
105044,22,157,877,0.00,0.00,0.00
106366,172,637,877,0.00,0.00,0.00
108230,457,652,892,0.00,0.00,0.00
108441,547,67,907,0.00,0.00,0.00
41070,427,502,337,0.00,0.00,0.00
43362,367,22,367,0.00,0.00,0.00
75439,592,532,622,0.00,0.00,0.00
85607,592,292,712,0.00,0.00,0.00
105900,562,457,877,0.00,0.00,0.00
1143,532,412,7,0.00,0.00,0.00
1849,52,22,22,0.00,0.00,0.00
22248,382,217,187,0.00,0.00,0.00
54238,532,37,457,0.00,0.00,0.00
59694,577,52,502,0.00,0.00,0.00
82990,82,7,697,0.00,0.00,0.00
102656,487,592,847,0.00,0.00,0.00
102781,517,637,847,0.00,0.00,0.00
104757,22,52,877,0.00,0.00,0.00
106543,367,37,892,0.00,0.00,0.00
107723,232,472,892,0.00,0.00,0.00
461,142,172,7,0.00,0.00,0.00
1681,607,607,7,0.00,0.00,0.00
30728,277,22,262,0.00,0.00,0.00
95581,142,652,787,0.00,0.00,0.00
4636,37,382,37,0.00,0.00,0.00
10808,367,652,82,0.00,0.00,0.00
1821,247,7,22,0.00,0.00,0.00
6972,22,577,52,0.00,0.00,0.00
7384,52,67,67,0.00,0.00,0.00
10744,22,637,82,0.00,0.00,0.00
16130,247,622,127,0.00,0.00,0.00
17865,442,592,142,0.00,0.00,0.00
18149,397,37,157,0.00,0.00,0.00
33679,262,442,277,0.00,0.00,0.00
51708,97,442,427,-0.07,-0.02,0.00
72582,172,157,607,0.00,0.00,0.00
77732,547,52,652,0.00,0.00,0.00
81589,592,142,682,0.00,0.00,0.00
82023,337,307,682,0.00,0.00,0.00
82776,562,577,682,0.00,0.00,0.00
83712,457,262,697,0.00,0.00,0.00
102086,547,382,847,0.00,0.00,0.00
104829,487,67,877,0.00,0.00,0.00
105166,7,202,877,0.00,0.00,0.00
105426,217,292,877,0.00,0.00,0.00
107333,532,322,892,0.00,0.00,0.00
108141,352,622,892,0.00,0.00,0.00
905,37,337,7,0.00,0.00,0.00
3716,382,37,37,0.00,0.00,0.00
4456,412,307,37,0.00,0.00,0.00
7234,262,7,67,0.00,0.00,0.00
8815,607,577,67,0.00,0.00,0.00
9051,457,7,82,0.00,0.00,0.00
31057,292,142,262,0.00,0.00,0.00
41446,532,637,337,0.00,0.00,0.00
43350,187,22,367,0.00,0.00,0.00
69369,562,292,577,0.00,0.00,0.00
82817,562,592,682,0.00,0.00,0.00
94341,607,187,787,0.00,0.00,0.00
97582,22,67,817,0.00,0.00,0.00
105901,577,457,877,0.00,0.00,0.00
6272,592,307,52,0.00,0.00,0.00
61579,562,82,517,0.00,0.00,0.00
6351,547,337,52,0.00,0.00,0.00
6834,412,517,52,0.00,0.00,0.00
7123,442,622,52,0.00,0.00,0.00
8940,22,637,67,0.00,0.00,0.00
10880,217,22,97,0.00,0.00,0.00
20296,7,172,172,0.00,0.00,0.00
26947,142,622,217,0.00,0.00,0.00
28949,37,37,247,0.00,0.00,0.00
34483,22,82,292,0.00,0.00,0.00
34519,562,82,292,0.00,0.00,0.00
39276,577,502,322,0.00,0.00,0.00
40458,472,277,337,0.01,0.00,0.00
52432,502,37,442,0.00,0.00,0.00
52584,322,97,442,0.00,0.00,0.00
68981,277,157,577,0.00,0.00,0.00
76094,577,112,637,0.00,0.00,0.00
82400,457,442,682,0.00,0.00,0.00
101048,352,7,847,0.00,0.00,0.00
102166,517,412,847,0.00,0.00,0.00
102457,577,517,847,0.00,0.00,0.00
411,7,157,7,0.00,0.00,0.00
4081,322,172,37,0.00,0.00,0.00
4511,7,337,37,0.00,0.00,0.00
28451,562,502,232,0.00,0.00,0.00
32813,187,127,277,0.00,0.00,0.00
94995,577,427,787,0.00,0.00,0.00
107403,352,352,892,0.00,0.00,0.00
85242,37,172,712,0.00,0.00,0.00
5415,37,7,52,0.00,0.00,0.00
12662,502,7,112,0.00,0.00,0.00
23382,172,637,187,0.00,0.00,0.00
27256,472,67,232,0.00,0.01,0.00
31135,232,172,262,0.00,0.00,0.00
60022,577,172,502,0.00,0.00,0.00
72305,322,52,607,0.00,0.00,0.00
92576,577,202,772,0.00,0.00,0.00
106728,67,112,892,0.00,0.00,0.00
16,232,7,7,0.00,0.00,0.00
355,397,127,7,0.00,0.00,0.00
63018,7,622,517,0.00,0.00,0.00
82821,7,607,682,0.00,0.00,0.00
107453,487,367,892,0.00,0.00,0.00
4677,37,397,37,0.00,0.00,0.00
5668,142,97,52,0.00,0.00,0.00
12510,67,622,97,0.00,0.00,0.00
12841,112,82,112,0.00,0.00,0.00
15494,547,382,127,0.00,0.00,0.00
16931,577,247,142,0.00,0.00,0.00
19812,127,652,157,0.00,0.00,0.00
25000,457,562,202,0.00,0.00,0.00
26077,7,307,217,0.00,0.00,0.00
30709,607,7,262,0.00,0.00,0.00
68950,427,142,577,0.00,0.00,0.00
88284,157,622,727,0.00,0.00,0.00
91018,577,292,757,0.00,0.00,0.00
99017,22,592,817,0.00,0.00,0.00
103281,22,172,862,0.00,0.00,0.00
103566,607,262,862,0.00,0.00,0.00
103853,607,367,862,0.00,0.00,0.00
106033,97,517,877,0.00,0.00,0.00
19806,37,652,157,0.00,0.00,0.00
31463,232,292,262,0.00,0.00,0.00
86482,187,622,712,0.00,0.00,0.00
1388,517,502,7,0.00,0.00,0.00
4449,307,307,37,0.00,0.00,0.00
70,427,22,7,0.00,0.00,0.00
11436,562,217,97,0.00,0.00,0.00
11808,607,352,97,0.00,0.00,0.00
11961,442,412,97,0.00,0.00,0.00
17011,547,277,142,0.00,0.00,0.00
27532,307,172,232,0.00,0.00,0.00
30331,472,532,247,0.00,0.00,0.00
72419,187,97,607,0.00,0.00,0.00
76215,547,157,637,0.00,0.00,0.00
81695,337,187,682,0.00,0.00,0.00
101289,277,97,847,0.00,0.00,0.00
103641,502,292,862,0.00,0.00,0.00
104662,442,7,877,0.00,0.00,0.00
107926,202,547,892,0.00,0.00,0.00
108073,562,592,892,0.00,0.00,0.00
4641,112,382,37,0.00,0.00,0.00
107882,157,532,892,0.00,0.00,0.00
12875,7,97,112,0.00,0.00,0.00
27440,157,142,232,0.00,0.00,0.00
32320,172,607,262,0.00,0.00,0.00
84846,247,22,712,0.00,0.00,0.00
86468,592,607,712,0.00,0.00,0.00
107035,367,217,892,0.00,0.00,0.00
107827,562,502,892,0.00,0.00,0.00
9349,7,127,82,0.00,0.00,0.00
3206,112,517,22,0.00,0.00,0.00
3311,457,547,22,0.00,0.00,0.00
5342,172,637,37,0.00,0.00,0.00
5581,67,67,52,0.00,0.00,0.00
9112,142,37,82,0.00,0.00,0.00
11686,7,322,97,0.00,0.00,0.00
16205,142,652,127,0.00,0.00,0.00
22738,352,397,187,0.00,0.00,0.00
26881,382,592,217,0.00,0.00,0.00
32694,247,82,277,0.00,0.00,0.00
37927,22,22,322,0.00,0.00,0.00
39457,217,577,322,0.00,-0.01,0.00
43417,577,37,367,0.00,0.00,0.00
64847,382,622,532,0.00,0.00,0.00
68747,457,67,577,0.00,0.00,0.00
69327,547,277,577,0.01,0.00,0.00
78967,7,517,652,0.00,0.00,0.00
81696,352,187,682,0.00,0.00,0.00
81736,337,202,682,0.00,0.00,0.00
94244,382,157,787,0.00,0.00,0.00
98973,592,562,817,0.00,0.00,0.00
99311,127,37,832,0.00,0.00,0.00
100961,277,637,832,0.00,0.00,0.00
104654,322,7,877,0.00,0.00,0.00
106727,52,112,892,0.00,0.00,0.00
107820,457,502,892,0.00,0.00,0.00
107956,37,562,892,0.00,0.00,0.00
136,187,52,7,0.00,0.00,0.00
2422,37,232,22,0.00,0.00,0.00
58135,562,142,487,0.00,0.00,0.00
36436,412,127,307,0.00,0.00,0.00
76121,367,127,637,0.00,-0.01,0.00
7980,382,277,67,0.00,0.00,0.00
18163,607,37,157,0.00,0.00,0.00
95623,157,7,802,0.00,0.00,0.00
101507,472,172,847,0.00,0.00,0.00
104640,112,7,877,0.00,0.00,0.00
106683,7,97,892,0.00,0.00,0.00
85540,202,277,712,0.00,0.00,0.00
107243,412,292,892,0.00,0.00,0.00
5433,307,7,52,0.00,0.00,0.00
8021,382,292,67,0.00,0.00,0.00
8880,352,607,67,0.00,0.00,0.00
14861,277,157,127,0.00,0.00,0.00
15660,577,442,127,0.00,0.00,0.00
24342,427,322,202,0.00,0.00,0.00
36077,562,652,292,0.00,0.00,0.00
36828,142,277,307,0.01,0.00,0.00
82737,592,562,682,0.00,0.00,0.00
87520,382,337,727,0.00,0.00,0.00
88287,202,622,727,0.00,0.00,0.00
95787,157,67,802,0.00,0.00,0.00
99934,247,262,832,0.00,0.00,0.00
100930,427,622,832,0.00,0.00,0.00
106117,127,547,877,0.00,0.00,0.00
109998,532,637,907,0.00,0.00,0.00
79455,562,22,667,0.00,0.00,0.00
3706,232,37,37,0.00,0.00,0.00
96248,307,232,802,0.00,0.00,0.00
8006,157,292,67,0.00,0.00,0.00
9429,592,142,82,0.00,0.00,0.00
11287,172,172,97,0.00,0.00,0.00
37492,262,517,307,0.00,0.00,0.00
50842,22,127,427,0.00,0.00,0.00
77461,172,622,637,0.00,0.00,0.00
83039,202,22,697,0.00,0.00,0.00
95659,82,22,802,0.00,0.00,0.00
105608,487,352,877,0.00,0.00,0.00
107813,352,502,892,0.00,0.00,0.00
734,547,262,7,0.00,0.00,0.00
2942,457,412,22,0.00,0.00,0.00
5329,592,622,37,0.00,0.00,0.00
8526,577,472,67,0.00,0.00,0.00
12458,517,592,97,0.00,0.00,0.00
18711,217,247,157,0.00,0.00,0.00
21090,232,457,172,0.00,0.00,0.00
26918,322,607,217,0.00,0.01,0.00
28500,67,532,232,0.01,0.00,0.00
37695,232,592,307,0.00,0.00,0.00
59370,22,607,487,0.00,0.00,0.00
63460,487,112,532,0.00,0.00,0.00
87778,562,427,727,0.00,0.00,0.00
88300,397,622,727,0.00,0.00,0.00
92411,562,142,772,0.00,0.00,0.00
95200,577,502,787,0.00,0.00,0.00
96881,577,457,802,0.00,0.00,0.00
99271,142,22,832,0.00,0.00,0.00
1378,367,502,7,0.00,0.00,0.00
4748,487,412,37,0.00,0.00,0.00
28322,472,457,232,0.00,0.00,0.00
30706,562,7,262,0.00,0.00,0.00
81227,82,22,682,0.00,0.00,0.00
103587,307,277,862,0.00,0.00,0.00
19577,292,562,157,0.00,-0.01,0.00
28157,457,397,232,0.00,0.00,0.00
86937,247,127,727,0.00,0.00,0.00
91509,562,472,757,0.00,0.00,0.00
61610,412,97,517,0.00,0.00,0.00
1588,442,577,7,0.00,0.00,0.00
27812,202,277,232,0.00,0.00,0.00
68182,592,517,562,0.00,0.00,0.00
95538,112,637,787,0.00,0.00,0.00
106502,367,22,892,0.00,0.00,0.00
1103,547,397,7,0.00,0.00,0.00
1879,502,22,22,0.00,0.00,0.00
3799,397,67,37,0.00,0.00,0.00
4263,592,232,37,0.00,0.00,0.00
